cust_id,kabupaten,provinces_name,is_bad_cust,first_bu,second_bu,first_lob,second_lob,first_asset_price,second_asset_price,first_asset_year,second_asset_year,first_go_live_date,second_go_live_date,cust_gender,cust_job,cust_age
custid_850, PAREPARE,SULAWESI SELATAN,0,BU_B,BU_B,NCF,NCF,165000000,170000000,2019,2021,2019-10-17 17:00:00,2021-08-30 17:00:00,FEMALE,POLISI,47
custid_851, SIDOARJO,JAWA TIMUR,0,BU_B,BU_B,NCF,NCF,152000000,277000000,2018,2020,2018-05-01 17:00:00,2021-01-31 17:00:00,FEMALE,POLISI,30
custid_852, PURBALINGGA,JAWA TENGAH,0,BU_B,BU_B,NCF,NCF,154000000,274000000,2019,2020,2019-11-14 17:00:00,2020-10-21 17:00:00,FEMALE,POLISI,41
custid_853, BANDAR LAMPUNG,LAMPUNG,0,BU_B,BU_B,NCF,NCF,151000000,159000000,2018,2019,2018-11-09 17:00:00,2020-01-01 17:00:00,MALE,PELAJAR,20
custid_854, JAKARTA TIMUR,DKI JAKARTA,1,BU_B,BU_B,NCF,NCF,275000000,264000000,2017,2021,2018-01-31 17:00:00,2021-03-15 17:00:00,FEMALE,POLISI,46
custid_855, JAKARTA TIMUR,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,497000000,229000000,2018,2020,2019-01-15 17:00:00,2020-11-08 17:00:00,MALE,POLISI,42
custid_856, MEDAN,SUMATERA UTARA,1,BU_B,BU_B,NCF,NCF,146000000,268000000,2018,2019,2018-03-19 17:00:00,2019-07-03 17:00:00,FEMALE,POLISI,44
custid_857, TANGERANG,BANTEN,0,BU_B,BU_B,NCF,NCF,545000000,254000000,2019,2021,2019-04-21 17:00:00,2021-07-29 17:00:00,FEMALE,POLISI,30
custid_858, PALEMBANG,SUMATERA SELATAN,0,BU_B,BU_B,NCF,NCF,147000000,200000000,2019,2021,2019-07-07 17:00:00,2021-11-10 17:00:00,FEMALE,POLISI,27
custid_859, GOWA,SULAWESI SELATAN,0,BU_B,BU_B,NCF,NCF,168000000,333000000,2020,2021,2020-02-02 17:00:00,2021-05-16 17:00:00,FEMALE,POLISI,27
custid_860, BOGOR,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,140000000,265000000,2019,2019,2019-03-30 17:00:00,2020-02-28 17:00:00,FEMALE,POLISI,44
custid_861, MEDAN,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,160000000,554000000,2018,2020,2018-05-10 17:00:00,2020-05-04 17:00:00,MALE,POLISI,43
custid_862, SIDOARJO,JAWA TIMUR,0,BU_B,BU_B,NCF,NCF,317000000,314000000,2018,2018,2018-06-10 17:00:00,2018-12-17 17:00:00,MALE,POLISI,30
custid_863, JAKARTA TIMUR,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,252000000,257000000,2018,2019,2018-03-23 17:00:00,2019-09-17 17:00:00,FEMALE,POLISI,24
custid_864, DONGGALA,SULAWESI TENGAH,1,BU_B,BU_B,NCF,NCF,157000000,178000000,2018,2021,2018-04-09 17:00:00,2021-02-23 17:00:00,MALE,POLISI,23
custid_865, PEMATANG SIANTAR,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,271000000,162000000,2020,2021,2020-03-23 17:00:00,2021-07-28 17:00:00,FEMALE,POLISI,45
custid_866, JAKARTA TIMUR,DKI JAKARTA,1,BU_B,BU_B,NCF,NCF,262000000,537000000,2018,2021,2018-09-27 17:00:00,2021-04-13 17:00:00,MALE,POLISI,42
custid_867, MEDAN,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,142000000,274000000,2019,2020,2019-08-04 17:00:00,2020-08-27 17:00:00,MALE,POLISI,31
custid_868, LANGKAT,SUMATERA UTARA,0,BU_A,BU_B,NCF,NCF,152000000,277000000,2019,2021,2019-04-10 17:00:00,2021-08-19 17:00:00,FEMALE,POLISI,45
custid_869, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,145000000,145000000,2018,2018,2019-01-29 17:00:00,2019-01-29 17:00:00,MALE,PELAJAR,29
custid_870, MUARA ENIM,SUMATERA SELATAN,0,BU_A,BU_B,NCF,NCF,149000000,558000000,2018,2021,2018-12-19 17:00:00,2021-11-04 17:00:00,FEMALE,POLISI,25
custid_871, BOGOR,JAWA BARAT,1,BU_B,BU_B,NCF,NCF,356000000,353000000,2019,2021,2019-08-29 17:00:00,2021-06-01 17:00:00,FEMALE,POLISI,37
custid_872, LANGSA,ACEH,1,BU_B,BU_B,NCF,NCF,262000000,267000000,2019,2020,2020-01-13 17:00:00,2020-02-25 17:00:00,MALE,POLISI,31
custid_873, BANDA ACEH,ACEH,0,BU_B,BU_A,NCF,NCF,368000000,371000000,2018,2021,2019-01-01 17:00:00,2021-03-04 17:00:00,MALE,POLISI,48
custid_874, SIDOARJO,JAWA TIMUR,0,BU_B,BU_A,NCF,NCF,327000000,336000000,2018,2018,2018-02-14 17:00:00,2019-01-01 17:00:00,FEMALE,POLISI,40
custid_875, MAKASSAR,SULAWESI SELATAN,0,BU_B,BU_A,NCF,NCF,158000000,278000000,2018,2021,2019-01-07 17:00:00,2021-08-04 17:00:00,FEMALE,POLISI,26
custid_876, BOGOR,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,305000000,274000000,2018,2018,2018-04-06 17:00:00,2018-07-16 17:00:00,MALE,FARMER,46
custid_877, PADANG PARIAMAN,RIAU,0,BU_B,BU_A,NCF,NCF,570000000,503000000,2020,2021,2020-10-20 17:00:00,2021-04-14 17:00:00,MALE,FARMER,48
custid_878, CIANJUR,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,403000000,225000000,2020,2021,2020-11-16 17:00:00,2021-03-30 17:00:00,FEMALE,HOUSEWIFE,35
custid_879, BEKASI,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,266000000,469000000,2019,2021,2019-04-23 17:00:00,2021-05-07 17:00:00,MALE,POLISI,27
custid_880, MALANG,JAWA TIMUR,1,BU_B,BU_A,NCF,NCF,542000000,498000000,2020,2020,2020-03-30 17:00:00,2020-11-08 17:00:00,MALE,DOKTER,33
custid_881, BANDUNG,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,274000000,482000000,2019,2020,2019-02-20 17:00:00,2020-01-31 17:00:00,MALE,LAWYER,20
custid_882, JAKARTA TIMUR,DKI JAKARTA,0,BU_B,BU_A,NCF,NCF,431000000,568000000,2018,2020,2018-08-30 17:00:00,2020-10-25 17:00:00,MALE,POLISI,45
custid_883, LANGKAT,SUMATERA UTARA,0,BU_B,BU_A,NCF,NCF,416000000,159000000,2020,2020,2020-09-13 17:00:00,2020-12-15 17:00:00,FEMALE,POLISI,43
custid_884, GIANYAR,BALI,0,BU_B,BU_A,NCF,NCF,261000000,885000000,2019,2021,2020-01-17 17:00:00,2021-08-20 17:00:00,MALE,DOKTER,30
custid_885, TANGERANG,BANTEN,0,BU_B,BU_A,NCF,NCF,346000000,508000000,2020,2020,2020-06-01 17:00:00,2020-07-31 17:00:00,FEMALE,DOKTER,28
custid_886, OGAN KOMERING ILIR,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,233000000,241000000,2018,2019,2018-10-03 17:00:00,2019-10-23 17:00:00,MALE,HOUSEWIFE,36
custid_887, LAMONGAN,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,254000000,250000000,2019,2019,2019-08-29 17:00:00,2019-11-13 17:00:00,FEMALE,HOUSEWIFE,35
custid_889, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,1097000000,1097000000,2019,2019,2019-10-28 17:00:00,2019-10-28 17:00:00,FEMALE,HOUSEWIFE,50
custid_890, SURABAYA,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,147000000,147000000,2019,2019,2019-06-28 17:00:00,2019-06-28 17:00:00,FEMALE,HOUSEWIFE,26
custid_891, BOGOR,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,252000000,252000000,2018,2018,2018-04-17 17:00:00,2018-04-17 17:00:00,MALE,HOUSEWIFE,20
custid_892, JAKARTA TIMUR,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,134000000,168000000,2019,2021,2019-08-30 17:00:00,2021-11-26 17:00:00,MALE,DOKTER,41
custid_893, JAKARTA TIMUR,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,267000000,225000000,2020,2020,2020-05-29 17:00:00,2021-09-29 17:00:00,FEMALE,POLISI,30
custid_894, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,361000000,290000000,2018,2018,2018-10-08 17:00:00,2021-10-12 17:00:00,MALE,HOUSEWIFE,39
custid_895, PEKANBARU,RIAU,0,BU_A,BU_A,NCF,NCF,263000000,200000000,2018,2018,2018-05-22 17:00:00,2021-04-19 17:00:00,MALE,FARMER,38
custid_896, INDRAMAYU,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,256000000,219000000,2019,2019,2019-06-11 17:00:00,2021-11-16 17:00:00,FEMALE,FARMER,31
custid_897, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,141000000,105000000,2018,2018,2018-05-30 17:00:00,2021-11-28 17:00:00,FEMALE,HOUSEWIFE,42
custid_898, CIMAHI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,148000000,100000000,2018,2018,2018-06-01 17:00:00,2021-04-24 17:00:00,MALE,POLISI,38
custid_899, SUBANG,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,296000000,210000000,2020,2020,2020-05-25 17:00:00,2021-08-27 17:00:00,MALE,DOKTER,31
custid_900, ROKAN HILIR,RIAU,1,BU_A,BU_A,NCF,NCF,259000000,259000000,2018,2018,2018-12-14 17:00:00,2018-12-14 17:00:00,FEMALE,HOUSEWIFE,32
custid_901, JAKARTA TIMUR,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,313000000,245000000,2019,2019,2019-12-18 17:00:00,2021-11-06 17:00:00,FEMALE,HOUSEWIFE,45
custid_902, LAMPUNG SELATAN,LAMPUNG,0,BU_A,BU_A,NCF,NCF,326000000,416000000,2018,2021,2018-07-20 17:00:00,2021-06-04 17:00:00,MALE,HOUSEWIFE,50
custid_903,,BALI,1,BU_A,BU_A,NCF,NCF,332000000,245000000,2019,2019,2019-12-29 17:00:00,2021-10-06 17:00:00,MALE,FARMER,30
custid_904, DEPOK,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,164000000,168000000,2019,2021,2020-01-31 17:00:00,2021-09-09 17:00:00,MALE,HOUSEWIFE,42
custid_905, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,345000000,280000000,2019,2019,2019-10-10 17:00:00,2021-08-11 17:00:00,FEMALE,POLISI,35
custid_906, JAKARTA TIMUR,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,266000000,224000000,2019,2019,2019-08-25 17:00:00,2021-09-29 17:00:00,FEMALE,POLISI,28
custid_907, MESUJI,LAMPUNG,0,BU_A,BU_A,NCF,NCF,273000000,225000000,2020,2020,2020-07-16 17:00:00,2021-07-30 17:00:00,MALE,DOKTER,39
custid_908, SAMARINDA,KALIMANTAN TIMUR,1,BU_A,BU_A,NCF,NCF,354000000,240000000,2019,2019,2019-11-18 17:00:00,2019-11-19 17:00:00,FEMALE,HOUSEWIFE,24
custid_909, MOJOKERTO,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,404000000,305000000,2018,2018,2019-02-27 17:00:00,2021-04-30 17:00:00,FEMALE,HOUSEWIFE,41
custid_910, BANDAR LAMPUNG,LAMPUNG,1,BU_A,BU_A,NCF,NCF,376000000,376000000,2019,2019,2019-07-22 17:00:00,2019-08-30 17:00:00,FEMALE,POLISI,25
custid_911, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,157000000,159000000,2019,2019,2019-05-31 17:00:00,2019-10-24 17:00:00,FEMALE,FREELANCE,35
custid_912, BITUNG,SULAWESI UTARA,1,BU_A,BU_A,NCF,NCF,173000000,100000000,2017,2017,2019-02-27 17:00:00,2021-05-18 17:00:00,FEMALE,PELAJAR,20
custid_913, PEKANBARU,RIAU,1,BU_A,BU_A,NCF,NCF,174000000,193000000,2020,2021,2020-02-03 17:00:00,2021-07-28 17:00:00,MALE,PENSIUNAN,25
custid_914, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,149000000,160000000,2019,2019,2019-01-09 17:00:00,2019-12-09 17:00:00,FEMALE,GURU / DOSEN,29
custid_915, JAKARTA BARAT,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,154000000,105000000,2018,2018,2018-09-27 17:00:00,2021-04-26 17:00:00,MALE,FREELANCE,24
custid_916, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,161000000,110000000,2020,2020,2020-10-06 17:00:00,2021-11-22 17:00:00,MALE,HOUSEWIFE,24
custid_917, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,333000000,333000000,2019,2019,2019-09-25 17:00:00,2019-09-25 17:00:00,FEMALE,LAWYER,28
custid_918, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,352000000,491000000,2018,2020,2018-03-27 17:00:00,2020-03-10 17:00:00,FEMALE,POLISI,49
custid_919, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,267000000,260000000,2020,2020,2020-04-14 17:00:00,2020-11-06 17:00:00,MALE,POLISI,22
custid_920, KEDIRI,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,157000000,115000000,2019,2019,2019-04-28 17:00:00,2021-08-09 17:00:00,FEMALE,FARMER,37
custid_921, SUBANG,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,555000000,450000000,2019,2019,2019-08-11 17:00:00,2021-11-21 17:00:00,FEMALE,DOKTER,46
custid_922, DUMAI,RIAU,0,BU_A,BU_A,NCF,NCF,177000000,174000000,2020,2021,2020-07-28 17:00:00,2021-04-29 17:00:00,MALE,HOUSEWIFE,42
custid_923, KAMPAR,RIAU,0,BU_A,BU_A,NCF,NCF,477000000,363000000,2018,2018,2018-05-25 17:00:00,2021-08-03 17:00:00,FEMALE,FARMER,30
custid_924, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,152000000,105000000,2018,2018,2019-01-31 17:00:00,2021-10-06 17:00:00,FEMALE,PENSIUNAN,43
custid_925, DEPOK,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,422000000,436000000,2018,2019,2018-05-25 17:00:00,2019-10-24 17:00:00,FEMALE,HOUSEWIFE,39
custid_926, KEDIRI,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,439000000,193000000,2018,2018,2018-06-20 17:00:00,2018-08-09 17:00:00,MALE,FARMER,25
custid_927, KUTAI TIMUR,KALIMANTAN TIMUR,1,BU_A,BU_A,NCF,NCF,284000000,183000000,2019,2019,2019-07-30 17:00:00,2019-09-27 17:00:00,MALE,HOUSEWIFE,45
custid_928, MALANG,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,544000000,258000000,2019,2019,2019-05-13 17:00:00,2019-12-26 17:00:00,FEMALE,DOKTER,24
custid_929, MALANG,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,149000000,146000000,2018,2018,2018-10-05 17:00:00,2018-10-10 17:00:00,FEMALE,HOUSEWIFE,20
custid_930, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,325000000,325000000,2019,2019,2019-11-12 17:00:00,2019-11-12 17:00:00,FEMALE,FARMER,34
custid_931, TANGERANG SELATAN,BANTEN,1,BU_A,BU_A,NCF,NCF,522000000,285000000,2018,2019,2019-01-11 17:00:00,2019-07-30 17:00:00,FEMALE,HOUSEWIFE,46
custid_932, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,314000000,516000000,2017,2020,2018-01-24 17:00:00,2020-12-13 17:00:00,MALE,POLISI,23
custid_933, SAMARINDA,KALIMANTAN TIMUR,0,BU_A,BU_A,NCF,NCF,546000000,182000000,2017,2019,2018-03-22 17:00:00,2020-02-19 17:00:00,MALE,HOUSEWIFE,47
custid_934, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,335000000,159000000,2019,2020,2019-02-08 17:00:00,2020-06-29 17:00:00,FEMALE,HOUSEWIFE,35
custid_935, TEGAL,JAWA TENGAH,0,BU_A,BU_A,NCF,NCF,345000000,256000000,2020,2021,2020-03-31 17:00:00,2021-04-28 17:00:00,FEMALE,DOKTER,36
custid_936, BATU BARA,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,266000000,154000000,2018,2019,2018-11-29 17:00:00,2019-12-27 17:00:00,FEMALE,GURU / DOSEN,50
custid_937, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,262000000,166000000,2018,2020,2018-11-25 17:00:00,2020-09-19 17:00:00,MALE,PELAJAR,32
custid_938, JAKARTA UTARA,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,252000000,157000000,2019,2021,2019-11-29 17:00:00,2021-08-20 17:00:00,MALE,DOKTER,32
custid_939, BATAM,KEPULAUAN RIAU,1,BU_A,BU_A,NCF,NCF,257000000,193000000,2019,2020,2019-06-07 17:00:00,2020-04-05 17:00:00,FEMALE,POLISI,25
custid_940, JAKARTA SELATAN,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,143000000,100000000,2018,2018,2018-12-25 17:00:00,2021-04-30 17:00:00,MALE,HOUSEWIFE,40
custid_941, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,493000000,388000000,2017,2019,2018-01-21 17:00:00,2019-12-17 17:00:00,MALE,HOUSEWIFE,25
custid_942, BOGOR,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,559000000,559000000,2020,2020,2020-02-28 17:00:00,2020-02-28 17:00:00,MALE,HOUSEWIFE,32
custid_943, PANGKAJENE KEPULAUAN,SULAWESI SELATAN,1,BU_A,BU_A,NCF,NCF,275000000,180000000,2018,2021,2019-01-15 17:00:00,2021-08-29 17:00:00,MALE,FARMER,39
custid_944, PADANG,SUMATERA BARAT,1,BU_A,BU_A,NCF,NCF,258000000,258000000,2019,2019,2019-05-28 17:00:00,2019-05-28 17:00:00,FEMALE,POLISI,40
custid_945, KARO,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,524000000,169000000,2019,2021,2019-10-13 17:00:00,2021-03-18 17:00:00,MALE,POLISI,25
custid_946, TANGERANG SELATAN,BANTEN,0,BU_A,BU_A,NCF,NCF,518000000,164000000,2019,2020,2019-10-30 17:00:00,2020-03-10 17:00:00,FEMALE,HOUSEWIFE,26
custid_947, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,536000000,154000000,2019,2020,2019-08-28 17:00:00,2020-06-29 17:00:00,FEMALE,HOUSEWIFE,23
custid_948, INDRAMAYU,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,565000000,310000000,2020,2020,2020-08-08 17:00:00,2020-09-14 17:00:00,FEMALE,HOUSEWIFE,45
custid_949, ROKAN HILIR,RIAU,1,BU_A,BU_A,NCF,NCF,544000000,298000000,2020,2020,2020-06-07 17:00:00,2020-08-26 17:00:00,FEMALE,POLISI,27
custid_950, PEKANBARU,RIAU,0,BU_A,BU_A,NCF,NCF,261000000,165000000,2018,2019,2019-01-28 17:00:00,2019-09-13 17:00:00,FEMALE,POLISI,21
custid_951, SURABAYA,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,320000000,175000000,2019,2021,2019-03-18 17:00:00,2021-02-26 17:00:00,FEMALE,HOUSEWIFE,50
custid_952, WAJO,SULAWESI SELATAN,1,BU_A,BU_A,NCF,NCF,239000000,530000000,2019,2020,2019-11-14 17:00:00,2020-07-26 17:00:00,MALE,FARMER,29
custid_953, DELI SERDANG,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,147000000,258000000,2018,2020,2018-01-30 17:00:00,2020-10-30 17:00:00,FEMALE,DOKTER,50
custid_954, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,389000000,271000000,2019,2020,2019-04-29 17:00:00,2020-02-19 17:00:00,MALE,DOKTER,28
custid_955, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,421000000,572000000,2019,2020,2019-12-26 17:00:00,2021-02-04 17:00:00,FEMALE,POLISI,47
custid_956, TANGERANG SELATAN,BANTEN,0,BU_A,BU_A,NCF,NCF,217000000,217000000,2018,2018,2019-03-25 17:00:00,2019-03-25 17:00:00,MALE,HOUSEWIFE,30
custid_957, JAKARTA TIMUR,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,256000000,280000000,2019,2021,2019-05-31 17:00:00,2021-05-24 17:00:00,MALE,FREELANCE,25
custid_958, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,455000000,519000000,2019,2019,2019-01-29 17:00:00,2019-11-24 17:00:00,MALE,PENSIUNAN,40
custid_959, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,256000000,262000000,2017,2021,2018-04-15 17:00:00,2021-06-30 17:00:00,FEMALE,POLISI,34
custid_960, SIDOARJO,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,161000000,350000000,2018,2019,2018-07-30 17:00:00,2019-05-20 17:00:00,FEMALE,HOUSEWIFE,48
custid_961, BATANG,JAWA TENGAH,0,BU_A,BU_A,NCF,NCF,158000000,175000000,2020,2020,2020-07-05 17:00:00,2021-01-11 17:00:00,FEMALE,GURU / DOSEN,20
custid_962, JAKARTA PUSAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,467000000,477000000,2019,2019,2019-09-15 17:00:00,2019-10-27 17:00:00,MALE,HOUSEWIFE,46
custid_963, SAMARINDA,KALIMANTAN TIMUR,0,BU_A,BU_A,NCF,NCF,316000000,316000000,2018,2018,2018-04-26 17:00:00,2018-04-26 17:00:00,MALE,DOKTER,42
custid_964, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,163000000,546000000,2018,2020,2018-06-11 17:00:00,2020-07-20 17:00:00,FEMALE,DOKTER,42
custid_965, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,462000000,1217000000,2019,2021,2019-07-25 17:00:00,2021-08-06 17:00:00,MALE,HOUSEWIFE,25
custid_966, CILEGON,BANTEN,0,BU_A,BU_A,NCF,NCF,146000000,146000000,2018,2018,2018-11-21 17:00:00,2018-11-21 17:00:00,MALE,GURU / DOSEN,37
custid_967, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,262000000,406000000,2018,2020,2018-03-22 17:00:00,2020-09-06 17:00:00,FEMALE,DOKTER,32
custid_968,,KEPULAUAN RIAU,1,BU_A,BU_A,NCF,NCF,156000000,263000000,2017,2018,2018-01-01 17:00:00,2018-12-10 17:00:00,FEMALE,DOKTER,40
custid_969, SUKABUMI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,163000000,213000000,2018,2021,2018-11-29 17:00:00,2021-07-25 17:00:00,FEMALE,HOUSEWIFE,37
custid_970, TANGERANG SELATAN,BANTEN,0,BU_A,BU_A,NCF,NCF,282000000,282000000,2018,2018,2018-05-10 17:00:00,2018-05-10 17:00:00,FEMALE,GURU / DOSEN,49
custid_971, TOMOHON,SULAWESI UTARA,1,BU_A,BU_A,NCF,NCF,164000000,305000000,2017,2020,2018-01-10 17:00:00,2021-01-07 17:00:00,MALE,FARMER,29
custid_972, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,158000000,158000000,2019,2019,2019-05-27 17:00:00,2019-05-27 17:00:00,FEMALE,HOUSEWIFE,31
custid_973, TANGERANG SELATAN,BANTEN,0,BU_A,BU_A,NCF,NCF,262000000,262000000,2018,2018,2018-10-08 17:00:00,2018-10-08 17:00:00,FEMALE,DOKTER,37
custid_974, ROKAN HILIR,RIAU,0,BU_A,BU_A,NCF,NCF,263000000,557000000,2018,2020,2018-06-22 17:00:00,2020-09-13 17:00:00,FEMALE,FARMER,44
custid_975, KENDAL,JAWA TENGAH,0,BU_A,BU_A,NCF,NCF,509000000,1240000000,2020,2020,2020-03-30 17:00:00,2021-01-19 17:00:00,MALE,HOUSEWIFE,24
custid_976, SURABAYA,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,267000000,284000000,2019,2019,2019-03-29 17:00:00,2019-11-28 17:00:00,MALE,HOUSEWIFE,31
custid_977, BERAU,KALIMANTAN TIMUR,0,BU_A,BU_A,NCF,NCF,238000000,238000000,2018,2018,2019-03-11 17:00:00,2019-03-11 17:00:00,MALE,HOUSEWIFE,35
custid_978, SERANG,BANTEN,0,BU_A,BU_A,NCF,NCF,144000000,229000000,2018,2021,2018-06-24 17:00:00,2021-04-10 17:00:00,FEMALE,HOUSEWIFE,46
custid_979, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,150000000,150000000,2019,2019,2019-01-16 17:00:00,2019-01-16 17:00:00,MALE,PENSIUNAN,26
custid_980, JAKARTA BARAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,453000000,504000000,2019,2019,2019-03-14 17:00:00,2019-11-28 17:00:00,FEMALE,HOUSEWIFE,39
custid_981, BANDAR LAMPUNG,LAMPUNG,0,BU_A,BU_A,NCF,NCF,142000000,142000000,2018,2018,2018-03-22 17:00:00,2018-03-22 17:00:00,MALE,FREELANCE,23
custid_982, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,176000000,176000000,2018,2018,2018-09-23 17:00:00,2018-11-07 17:00:00,FEMALE,HOUSEWIFE,46
custid_983, JAKARTA TIMUR,DKI JAKARTA,0,BU_A,BU_B,NCF,NCF,535000000,491000000,2019,2020,2019-03-24 17:00:00,2021-01-01 17:00:00,FEMALE,OTHERS,34
custid_984, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,483000000,483000000,2020,2020,2020-11-29 17:00:00,2020-11-29 17:00:00,FEMALE,OTHERS,36
custid_985, MUSI BANYUASIN,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,256000000,252000000,2017,2021,2018-05-08 17:00:00,2021-08-12 17:00:00,FEMALE,OTHERS,49
custid_986, JAKARTA TIMUR,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,650000000,544000000,2019,2021,2019-08-26 17:00:00,2021-07-25 17:00:00,FEMALE,OTHERS,38
custid_987, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,157000000,537000000,2019,2021,2019-04-25 17:00:00,2021-04-27 17:00:00,FEMALE,OTHERS,31
custid_988, JAKARTA SELATAN,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,535000000,258000000,2019,2020,2019-05-28 17:00:00,2020-03-25 17:00:00,FEMALE,OTHERS,25
custid_989, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,533000000,1140000000,2020,2020,2020-01-13 17:00:00,2020-07-14 17:00:00,MALE,OTHERS,50
custid_990, JAKARTA SELATAN,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,625000000,475000000,2019,2020,2019-08-29 17:00:00,2020-03-27 17:00:00,MALE,OTHERS,22
custid_991, JAKARTA TIMUR,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,568000000,168000000,2020,2021,2020-12-29 17:00:00,2021-04-20 17:00:00,FEMALE,OTHERS,24
custid_992, JAKARTA SELATAN,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,147000000,542000000,2018,2020,2018-04-29 17:00:00,2020-11-26 17:00:00,MALE,OTHERS,21
custid_993, JAKARTA PUSAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,1117000000,1117000000,2019,2019,2019-09-29 17:00:00,2019-09-29 17:00:00,MALE,OTHERS,28
